ListOfficeName,transaction_count,total_sales_volume,median_close_price,median_price_per_sqft,average_days_on_market,median_days_on_market,average_price_ratio,average_original_price_ratio,average_listing_to_contract_days,average_contract_to_close_days,transaction_share_pct,sales_volume_share_pct,transaction_count_rank,sales_volume_rank
Berger and Associates,3,4084000.0,1450000.0,668.08,48.0,39.0,0.9812,0.9544,100.0,4.33,0.00067055,0.00076567,8812,7560
The Argus Group,2,4082000.0,2041000.0,706.57,129.0,129.0,0.9592,0.9059,136.5,52.0,0.00044703,0.00076529,10564,7561
VR SERVICES,7,4081000.0,560000.0,401.07,51.86,36.0,0.989,1.0132,66.29,40.0,0.00156461,0.00076511,5273,7562
OAK HILLS REALTY & MORTGAGE,7,4080000.0,640000.0,366.91,49.29,24.0,0.969,0.9451,53.29,29.43,0.00156461,0.00076492,5273,7563
"David G. Zigal, Realtor",4,4080000.0,1107500.0,769.86,63.5,65.0,0.9767,0.9656,63.5,32.25,0.00089406,0.00076492,7515,7563
"Jesse Carlson, Broker",3,4080000.0,780000.0,766.96,98.67,110.0,1.0005,1.0005,100.33,25.67,0.00067055,0.00076492,8812,7563
Windsor Realty,2,4080000.0,2040000.0,1067.16,8.5,8.5,1.0396,1.0396,8.5,24.0,0.00044703,0.00076492,10564,7563
Warmington Residential,6,4078129.0,672573.0,490.51,14.83,11.5,1.015,1.0325,40.17,109.0,0.0013411,0.00076457,5843,7567
Teresa Workman,3,4077500.0,1670000.0,722.53,59.33,46.0,0.9448,0.9223,62.33,20.67,0.00067055,0.00076445,8812,7568
Power West Properties,10,4075500.0,418500.0,296.65,60.2,31.5,0.9683,0.9369,67.5,28.7,0.00223516,0.00076407,4060,7569
Titanium Realty,5,4071200.0,840000.0,517.51,54.6,39.0,1.0001,0.9874,60.4,33.6,0.00111758,0.00076327,6570,7570
CB LaSalle Group Realty,8,4071000.0,502500.0,376.5,209.5,131.5,1.0139,0.9139,212.38,39.0,0.00178813,0.00076323,4808,7571
Tri-County Realty,5,4070000.0,815000.0,301.03,18.6,11.0,0.9972,0.9972,24.2,31.0,0.00111758,0.00076304,6570,7572
Dreamworks Real Estate,4,4068000.0,994000.0,706.73,27.25,31.0,1.0213,0.9934,27.75,22.0,0.00089406,0.00076267,7515,7573
"100 Doors Realty, Inc.",6,4067700.0,637500.0,458.74,15.67,10.0,1.0121,0.9869,21.0,27.83,0.0013411,0.00076261,5843,7574
On Time Realty Corporation,4,4067500.0,1025000.0,788.04,16.25,18.0,0.981,0.9691,10.0,27.0,0.00089406,0.00076257,7515,7575
Duran Properties,4,4067000.0,918500.0,702.32,32.75,25.5,1.0317,1.0204,42.75,26.75,0.00089406,0.00076248,7515,7576
"Worley Real Estate, Inc",10,4066499.0,394000.0,365.06,31.5,23.0,0.9808,0.9589,35.7,21.5,0.00223516,0.00076239,4060,7577
PRW LENDING INC,7,4066000.0,555000.0,408.26,13.0,8.0,0.9753,0.9753,14.57,43.86,0.00156461,0.00076229,5273,7578
Rowland Realty,5,4065135.0,830535.0,738.4,154.0,10.0,0.9488,0.8732,157.0,26.6,0.00111758,0.00076213,6570,7579
Core Real Estate Services,5,4065000.0,780000.0,423.81,10.6,10.0,1.0368,1.0467,21.4,29.6,0.00111758,0.00076211,6570,7580
JENNY GARCIA,7,4064000.0,495000.0,424.11,50.43,39.0,0.9905,0.973,61.57,52.29,0.00156461,0.00076192,5273,7581
Cornerstone Realty & Mortgage,4,4063000.0,1014000.0,483.06,28.5,30.0,1.0653,1.0584,28.5,32.0,0.00089406,0.00076173,7515,7582
"Hoang D Nguyen, Broker",6,4062900.0,699000.0,645.53,51.0,36.5,0.9929,0.9828,51.67,55.33,0.0013411,0.00076171,5843,7583
"Ginni Field, Broker",5,4062500.0,810000.0,435.15,61.6,62.0,0.982,0.9555,70.0,33.4,0.00111758,0.00076164,6570,7584
"Angela Rose, RE Broker",4,4060000.0,887500.0,608.98,50.75,35.0,0.9705,0.956,50.75,25.25,0.00089406,0.00076117,7515,7585
Landmark Properties Realtors,2,4060000.0,2030000.0,1709.08,7.5,7.5,1.0863,1.0863,7.5,30.0,0.00044703,0.00076117,10564,7585
MATCH-IT REALTY,9,4059950.0,420000.0,259.48,40.44,37.0,1.0,0.994,40.67,56.22,0.00201165,0.00076116,4401,7587
"TREVINO PROPERTIES, INC.",4,4059700.0,926350.0,641.85,46.5,43.5,1.0036,0.9684,57.5,51.25,0.00089406,0.00076111,7515,7588
Morrison Realty Group,5,4058500.0,789000.0,484.35,25.8,22.0,0.9813,0.9918,29.6,33.6,0.00111758,0.00076089,6570,7589
Realty 360 Wine Country,12,4058191.0,332500.0,193.1,77.08,39.0,0.9485,0.9144,78.5,36.75,0.00268219,0.00076083,3540,7590
Re/Max Vertex,4,4058000.0,1032500.0,548.07,29.25,25.5,1.0093,1.0093,30.0,28.0,0.00089406,0.00076079,7515,7591
Castillo Realty,7,4057000.0,600000.0,467.5,74.29,40.0,0.9293,0.9229,79.0,61.71,0.00156461,0.00076061,5273,7592
ALLEGIANT REALTY,6,4057000.0,560000.0,464.5,22.5,19.5,1.0488,1.0235,46.0,26.67,0.0013411,0.00076061,5843,7592
Sand and Sea Real Estate,3,4057000.0,1582000.0,744.05,14.67,10.0,1.034,1.0296,27.67,29.0,0.00067055,0.00076061,8812,7592
Realty World Cornerstone Group,4,4055000.0,962500.0,807.53,22.25,16.0,1.0368,1.0204,24.5,30.25,0.00089406,0.00076023,7515,7595
"Lisa M. Whitcomb, Broker",2,4055000.0,2027500.0,780.16,30.0,30.0,0.9879,0.9735,30.0,15.0,0.00044703,0.00076023,10564,7595
"MBE Realty, Inc.",5,4054000.0,700000.0,476.99,33.8,33.0,1.0014,1.0014,37.75,43.0,0.00111758,0.00076004,6570,7597
Paul Buller Properties,5,4054000.0,860000.0,663.22,26.6,13.0,1.0215,1.0108,28.6,40.6,0.00111758,0.00076004,6570,7597
Sea Sell Realty,3,4051621.0,1460000.0,892.49,15.67,19.0,0.9764,0.9764,18.33,35.0,0.00067055,0.0007596,8812,7599
Keller Willams Realty,6,4050100.0,707000.0,397.36,28.67,26.0,1.0008,1.0008,31.8,33.6,0.0013411,0.00075931,5843,7600
"Lumen Solutions, Inc.",5,4050000.0,715000.0,511.52,54.2,54.0,1.0129,1.0033,61.6,28.6,0.00111758,0.00075929,6570,7601
Coastline Estates,3,4050000.0,1250000.0,992.06,15.67,22.0,0.9978,0.9893,19.0,41.0,0.00067055,0.00075929,8812,7601
"White Oak Holdings, Inc.",2,4050000.0,2025000.0,333.12,98.0,98.0,0.9701,0.7353,197.5,41.5,0.00044703,0.00075929,10564,7601
Eric Wapnick,1,4050000.0,4050000.0,773.34,38.0,38.0,0.9421,0.9002,38.0,38.0,0.00022352,0.00075929,13484,7601
Scott Properties Group,1,4050000.0,4050000.0,830.09,31.0,31.0,0.9,0.9,31.0,28.0,0.00022352,0.00075929,13484,7601
The Herman Company,1,4050000.0,4050000.0,1534.09,86.0,86.0,0.9,0.9,86.0,50.0,0.00022352,0.00075929,13484,7601
"Mansi, Sand & Associates LLC",2,4045000.0,2022500.0,915.4,13.5,13.5,0.9799,0.9615,131.5,26.5,0.00044703,0.00075836,10564,7607
Knoll Realty,4,4042787.77,925000.0,594.0,77.0,77.5,0.9636,0.9261,80.0,32.25,0.00089406,0.00075794,7515,7608
The Agents Group,3,4041000.0,730000.0,673.08,16.0,18.0,0.9752,0.9534,16.0,13.67,0.00067055,0.00075761,8812,7609
RPM Executives,8,4040995.0,488497.5,383.54,32.5,19.0,0.9944,0.9974,38.38,42.62,0.00178813,0.00075761,4808,7610
"Action Realty & Investments, Inc",7,4039000.0,569000.0,499.14,49.86,62.0,0.9777,0.9601,85.14,56.14,0.00156461,0.00075723,5273,7611
"805 Real Estate, Inc.",6,4038000.0,652000.0,532.17,14.0,8.0,1.0317,1.0158,20.17,30.17,0.0013411,0.00075704,5843,7612
E 2000 Realty,4,4036000.0,1034000.0,477.62,11.5,10.0,1.012,1.012,12.5,30.0,0.00089406,0.00075667,7515,7613
WINDERMERE REAL ESTATE,9,4035000.0,420000.0,338.39,162.11,91.0,0.9619,0.8993,170.56,37.22,0.00201165,0.00075648,4401,7614
"The Pinza Group, Inc",5,4035000.0,850000.0,528.85,49.2,37.0,1.0128,0.9824,49.2,36.0,0.00111758,0.00075648,6570,7614
"Seahorse Properties, Inc.",4,4035000.0,932500.0,649.66,18.25,10.5,1.0634,1.0489,33.0,24.0,0.00089406,0.00075648,7515,7614
Golden Canyon Properties,7,4034500.0,425000.0,352.45,34.86,13.0,1.0809,1.0193,37.86,66.29,0.00156461,0.00075639,5273,7617
Synergy Real Estate Services,5,4033000.0,680000.0,737.53,65.0,43.0,0.9964,0.9581,65.0,21.0,0.00111758,0.00075611,6570,7618
Busch Real Estate Services,4,4033000.0,839000.0,719.75,32.25,11.0,1.0697,1.0594,32.25,15.5,0.00089406,0.00075611,7515,7618
American Realty & Investments,5,4032999.0,790000.0,645.89,33.2,13.0,1.0066,0.9956,43.4,22.2,0.00111758,0.00075611,6570,7620
Huntington Coast Properties,4,4030000.0,972500.0,626.17,49.5,44.0,0.9849,0.9808,60.5,39.25,0.00089406,0.00075554,7515,7621
The Address Club,2,4030000.0,2015000.0,904.05,18.0,18.0,0.9934,0.9934,18.0,18.5,0.00044703,0.00075554,10564,7621
"Tina Phan, Broker",2,4030000.0,2015000.0,973.43,3.0,3.0,1.0469,1.0469,3.0,27.0,0.00044703,0.00075554,10564,7621
EDR Realty Group,5,4028340.0,856340.0,646.78,17.0,7.0,1.0083,1.0083,34.8,20.8,0.00111758,0.00075523,6570,7624
Palm & Ridge Real Estate,3,4027500.0,1255000.0,656.04,29.0,14.0,0.9901,0.9768,30.33,38.0,0.00067055,0.00075508,8812,7625
INTEGRITY HOMES AND LOANS,8,4027000.0,493500.0,266.2,23.62,5.0,1.0127,1.0127,25.75,32.25,0.00178813,0.00075498,4808,7626
California Brokers,7,4026900.0,635000.0,475.3,66.0,13.0,1.0094,1.0094,79.71,27.86,0.00156461,0.00075496,5273,7627
Freskos Realty,4,4026000.0,1049500.0,504.16,30.5,14.0,1.027,1.0223,36.0,22.0,0.00089406,0.00075479,7515,7628
Goldcrest Realty,4,4025000.0,897500.0,430.59,23.25,26.5,0.9664,0.9644,24.5,31.5,0.00089406,0.00075461,7515,7629
Perfect Home Realty,2,4025000.0,2012500.0,960.99,14.5,14.5,0.9752,0.9752,14.5,21.0,0.00044703,0.00075461,10564,7629
Prospera Realtors,14,4022500.0,182000.0,148.99,52.64,18.0,0.985,0.9663,58.36,36.14,0.00312923,0.00075414,3148,7631
Cali Real Estate,3,4020350.0,1379000.0,940.66,15.0,12.0,1.0056,0.9736,15.0,22.0,0.00067055,0.00075373,8812,7632
BEST MOUNTAIN PROPERTIES,9,4019000.0,420000.0,267.91,44.78,11.0,0.9811,0.977,51.78,42.67,0.00201165,0.00075348,4401,7633
gotmortgage.com Real Estate Group,7,4017800.0,600000.0,363.32,35.43,40.0,0.9742,0.9579,40.86,31.86,0.00156461,0.00075326,5273,7634
"KELLY DAVIDIAN, BROKER",5,4017000.0,760000.0,527.83,6.2,3.0,1.0071,1.0168,6.2,33.8,0.00111758,0.00075311,6570,7635
Platinum Properties & Inv.,5,4017000.0,820000.0,542.31,15.0,17.0,0.9807,0.9687,19.6,25.2,0.00111758,0.00075311,6570,7635
Carfield Company,4,4016500.0,900500.0,553.07,12.5,12.5,1.0017,0.9949,12.75,27.5,0.00089406,0.00075301,7515,7637
Bay Area Fine Living,4,4015000.0,925000.0,867.85,27.25,18.5,1.033,0.991,27.25,29.75,0.00089406,0.00075273,7515,7638
"SoCal Home, Inc.",3,4015000.0,1125000.0,528.97,8.33,8.0,0.9978,0.9978,9.0,30.33,0.00067055,0.00075273,8812,7638
White Tiger Realty Inc.,2,4015000.0,2007500.0,587.38,12.0,12.0,1.0,0.9617,16.5,31.0,0.00044703,0.00075273,10564,7638
AXEN Realty,6,4013000.0,675000.0,346.57,22.83,9.5,1.0155,1.0061,24.5,31.33,0.0013411,0.00075236,5843,7641
Hutchins Braudaway Realty,5,4010000.0,750000.0,513.7,93.8,49.0,0.9796,0.9323,94.0,30.6,0.00111758,0.00075179,6570,7642
RE/MAX Preferred Properties,8,4009950.0,509975.0,391.43,25.0,19.5,0.9872,0.9566,27.88,28.62,0.00178813,0.00075179,4808,7643
Sea & Pines Realty,4,4008895.0,997500.0,748.94,23.0,19.0,0.9809,0.9673,37.0,34.5,0.00089406,0.00075159,7515,7644
Montclair Real Estate Services,4,4007600.0,908800.0,733.38,77.75,76.5,0.96,0.96,84.25,25.5,0.00089406,0.00075134,7515,7645
Coldwell Banker Realty-Arcadia,6,4005000.0,709000.0,678.39,15.17,9.5,1.0878,1.0839,20.83,47.83,0.0013411,0.00075086,5843,7646
EMPIRE REALTY,6,4005000.0,695000.0,384.92,29.17,28.0,1.006,0.9908,36.83,36.17,0.0013411,0.00075086,5843,7646
T2 Realty,4,4003000.0,926500.0,916.35,20.5,15.0,1.0105,0.9496,36.75,30.0,0.00089406,0.00075048,7515,7648
Wrigley Real Estate,3,4001688.0,1351000.0,1305.31,14.0,12.0,1.0973,1.0638,14.0,20.0,0.00067055,0.00075024,8812,7649
Cavagnaro Realty,4,4001000.0,873000.0,760.4,45.25,14.0,1.0541,1.0169,48.5,28.0,0.00089406,0.00075011,7515,7650
California Realty Corporation,6,4000600.0,601500.0,506.27,37.83,28.5,1.005,1.003,48.0,40.17,0.0013411,0.00075003,5843,7651
McMenamin Properties,7,4000000.0,565000.0,578.89,93.14,66.0,0.9855,0.9342,100.57,38.14,0.00156461,0.00074992,5273,7652
New Real Estate Market,2,4000000.0,2000000.0,549.5,37.5,37.5,1.0152,1.0152,44.5,30.0,0.00044703,0.00074992,10564,7652
Habitat Properties,1,4000000.0,4000000.0,760.31,9.0,9.0,1.0256,1.0256,9.0,31.0,0.00022352,0.00074992,13484,7652
Jade Pacific Realty,1,4000000.0,4000000.0,958.54,25.0,25.0,0.9639,0.9639,25.0,46.0,0.00022352,0.00074992,13484,7652
Perkins Realty Group,1,4000000.0,4000000.0,625.1,36.0,36.0,0.9313,0.9313,37.0,45.0,0.00022352,0.00074992,13484,7652
"Tim McCutcheon, Real Estate Broker",5,3999000.0,837000.0,478.29,66.6,9.0,1.0053,0.9819,67.0,28.2,0.00111758,0.00074973,6570,7657
The Property Management Shoppe,5,3998600.0,810000.0,487.29,62.6,51.0,0.9858,0.9491,65.8,29.4,0.00111758,0.00074966,6570,7658
"SF Homelife, Inc",4,3996000.0,775000.0,581.56,32.75,31.0,0.9835,0.969,32.75,26.75,0.00089406,0.00074917,7515,7659
Titus Properties,13,3995000.0,215000.0,218.5,47.46,15.0,0.9492,0.9167,51.0,25.0,0.00290571,0.00074898,3339,7660
"Centermac SD, Inc",4,3995000.0,747500.0,739.17,5.0,6.0,1.046,1.046,7.5,28.0,0.00089406,0.00074898,7515,7660
Re/Max Prestige Properties,3,3993000.0,1450000.0,612.22,35.67,46.0,0.9827,0.9827,166.0,37.0,0.00067055,0.00074861,8812,7662
The Kennedys,6,3989000.0,647500.0,327.45,132.33,75.5,0.941,0.8167,140.67,40.17,0.0013411,0.00074786,5843,7663
Paradise Real Estate,3,3987000.0,1292000.0,588.73,5.33,5.0,0.9782,0.9782,10.33,29.0,0.00067055,0.00074748,8812,7664
Goldsmith & Parker Investments,3,3985800.0,950000.0,504.62,49.33,50.0,1.1242,3.8397,57.33,149.33,0.00067055,0.00074726,8812,7665
Rocha Realty,3,3985000.0,1285000.0,927.3,9.0,8.0,1.0601,1.0601,9.0,34.0,0.00067055,0.00074711,8812,7666
Forward Luxury Estates,4,3984000.0,857500.0,604.23,27.0,24.5,1.048,1.0034,29.75,35.5,0.00089406,0.00074692,7515,7667
Bay Area Dream Homes,7,3983000.0,560000.0,405.8,34.0,24.0,0.9553,0.9374,37.0,30.14,0.00156461,0.00074673,5273,7668
VO Properties & Investments,5,3982500.0,810000.0,761.32,34.2,33.0,0.9794,0.9762,34.4,30.4,0.00111758,0.00074664,6570,7669
J Cubed Realty,4,3982299.0,989650.0,723.29,16.0,7.5,1.0014,1.0014,16.25,19.25,0.00089406,0.0007466,7515,7670
Pure Gold Real Estate,5,3982000.0,668000.0,401.07,34.6,26.0,0.9882,0.9748,36.6,24.4,0.00111758,0.00074655,6570,7671
"Wei Wei Fang, Broker",1,3980000.0,3980000.0,1052.08,22.0,22.0,1.0,1.0,22.0,70.0,0.00022352,0.00074617,13484,7672
FRI Associated Inc,5,3977000.0,840000.0,517.24,31.2,36.0,1.0032,1.0032,39.0,32.2,0.00111758,0.00074561,6570,7673
"RNG Realty Network Group., Inc",3,3975000.0,1190000.0,497.02,43.33,42.0,0.9161,0.9103,54.33,64.0,0.00067055,0.00074523,8812,7674
SRE Asset Management Inc,2,3975000.0,1987500.0,1344.52,49.0,49.0,0.9741,1.011,53.0,30.5,0.00044703,0.00074523,10564,7674
Sunset Pacific Realty,2,3975000.0,1987500.0,1143.08,11.5,11.5,1.1051,1.0524,11.5,22.5,0.00044703,0.00074523,10564,7674
Trimark Realty,4,3973000.0,999000.0,613.23,19.5,18.0,0.9646,0.9646,19.75,37.5,0.00089406,0.00074486,7515,7677
SoCal  Coastal  Properties,5,3972500.0,620000.0,313.92,92.6,83.0,1.0134,0.9811,118.2,50.6,0.00111758,0.00074476,6570,7678
Sexton Group Real Estate,5,3971000.0,603000.0,313.38,14.8,14.0,0.957,0.957,14.8,27.0,0.00111758,0.00074448,6570,7679
Pacific West Real Estate Co.,6,3965900.0,637950.0,505.57,31.33,25.0,0.9859,0.9778,34.67,29.67,0.0013411,0.00074353,5843,7680
BluKey Investments Corp.,4,3965000.0,1037500.0,568.03,13.0,14.0,1.007,1.007,16.5,27.5,0.00089406,0.00074336,7515,7681
Four Sail Realty,4,3962000.0,1000000.0,540.93,21.5,15.0,0.9949,0.9848,23.75,43.25,0.00089406,0.0007428,7515,7682
United Group Realty,5,3961000.0,885000.0,455.01,68.2,44.0,0.9725,0.9541,129.6,32.4,0.00111758,0.00074261,6570,7683
Bayside Realty Group,4,3960000.0,1000000.0,562.29,51.5,41.5,1.0923,1.0739,51.5,30.25,0.00089406,0.00074242,7515,7684
KENT REALTY & INVESTMENT,4,3960000.0,955000.0,564.23,95.75,17.5,0.954,0.9375,97.0,47.25,0.00089406,0.00074242,7515,7684
The Sotto Sol Property Collect,2,3960000.0,1980000.0,803.37,17.0,17.0,1.023,1.023,18.0,21.5,0.00044703,0.00074242,10564,7684
Turning Leaf Properties,5,3959000.0,725000.0,555.56,26.0,20.0,0.9818,0.9751,30.0,17.8,0.00111758,0.00074223,6570,7687
BRITE STAR REALTY,6,3958900.0,629500.0,389.17,15.0,12.0,0.9958,0.9938,16.5,30.67,0.0013411,0.00074221,5843,7688
THE GREAT REAL ESTATE COMPANY,8,3958000.0,485000.0,324.69,30.75,32.5,1.0416,1.0416,35.62,39.5,0.00178813,0.00074205,4808,7689
"Pmz Real Estate, Modesto #3",9,3957950.0,444000.0,269.12,27.0,7.0,0.9994,0.9752,31.22,31.33,0.00201165,0.00074204,4401,7690
America First Real Estate,4,3957000.0,904500.0,682.58,39.5,45.5,0.9975,0.9762,43.5,38.75,0.00089406,0.00074186,7515,7691
Moneta Real Estate,4,3955000.0,770000.0,484.89,60.75,71.5,0.9682,0.9387,88.0,57.25,0.00089406,0.00074148,7515,7692
"Rodeo Realty, Inc.",4,3955000.0,1002500.0,658.12,14.75,6.0,0.9896,0.9722,108.5,46.5,0.00089406,0.00074148,7515,7692
Jordan James Brokerage,3,3955000.0,1010000.0,760.2,11.0,11.0,1.002,1.002,14.67,24.0,0.00067055,0.00074148,8812,7692
Property In Santa Cruz,3,3955000.0,1325000.0,1191.59,15.33,12.0,0.9956,0.979,15.33,14.67,0.00067055,0.00074148,8812,7692
Trident Home & Commercial Rlty,8,3954000.0,485000.0,366.78,87.62,49.5,0.9062,0.8761,89.25,33.75,0.00178813,0.0007413,4808,7696
GATEWAY PROPERTIES GROUP,6,3954000.0,627500.0,299.95,64.83,12.5,1.0113,0.9877,70.5,53.67,0.0013411,0.0007413,5843,7696
"Pacific California Residential, Inc",4,3954000.0,970000.0,595.32,46.75,51.5,0.9968,0.9862,53.0,34.25,0.00089406,0.0007413,7515,7696
Sell-N-Save Real Estate,3,3953000.0,1575000.0,539.75,30.67,36.0,0.9953,0.9627,30.67,21.33,0.00067055,0.00074111,8812,7699
TOWERS & ASSOCIATES,7,3950500.0,640000.0,337.97,48.0,28.0,0.9634,0.9486,55.29,33.71,0.00156461,0.00074064,5273,7700
"VIP Realty California, PC",2,3950000.0,1975000.0,634.02,146.0,146.0,0.9007,1.504,168.5,41.0,0.00044703,0.00074055,10564,7701
Lewi Realty Services,1,3950000.0,3950000.0,2438.27,1.0,1.0,1.0,1.0,3.0,14.0,0.00022352,0.00074055,13484,7701
San Antonio Realty,6,3947000.0,664500.0,542.7,48.83,53.5,1.0046,160.6225,60.5,46.17,0.0013411,0.00073998,5843,7703
HomeReach.com,6,3945000.0,432500.0,501.5,82.0,73.0,0.9823,0.9146,92.83,23.33,0.0013411,0.00073961,5843,7704
Vida Home Investment Inc.,6,3945000.0,690000.0,349.09,84.83,50.0,0.9848,0.9761,86.33,31.67,0.0013411,0.00073961,5843,7704
Bonaventure Realtors,6,3944500.0,600000.0,516.77,49.33,57.5,1.1218,1.1138,54.5,33.17,0.0013411,0.00073951,5843,7706
Alexander Lux Properties Inc.,6,3944150.0,588000.0,477.94,84.5,27.0,0.9986,0.9134,107.67,57.5,0.0013411,0.00073945,5843,7707
Lisa Betz Real Estate,4,3943000.0,878000.0,580.28,32.75,30.5,0.9755,0.9529,35.5,25.0,0.00089406,0.00073923,7515,7708
Alex Karibyan,3,3942000.0,1372000.0,1010.64,26.33,26.0,1.0417,1.003,31.33,35.0,0.00067055,0.00073905,8812,7709
Safa Real Estate,5,3940500.0,737500.0,662.32,52.6,10.0,1.0254,1.0162,56.2,33.8,0.00111758,0.00073876,6570,7710
Angels789 Realty,4,3940000.0,930000.0,606.63,18.25,12.0,0.9992,0.9821,19.75,33.75,0.00089406,0.00073867,7515,7711
"Vinson Trac, Broker",5,3938573.0,760000.0,624.35,33.6,27.0,1.0027,0.9781,35.0,42.6,0.00111758,0.0007384,6570,7712
"Ambiance Realty, Inc.",5,3937000.0,722000.0,558.82,7.0,5.0,1.0089,1.0089,7.0,24.2,0.00111758,0.00073811,6570,7713
Anjuella Properties Inc.,4,3936500.0,1037500.0,568.66,12.0,8.5,0.9834,0.9834,21.0,24.5,0.00089406,0.00073801,7515,7714
Lozoya Real Estate,8,3935500.0,522000.0,493.79,38.75,26.5,0.9825,0.9718,41.25,25.62,0.00178813,0.00073783,4808,7715
Gather Homes,2,3935000.0,1967500.0,1318.09,14.0,14.0,0.9855,0.9855,14.0,31.0,0.00044703,0.00073773,10564,7716
Belmont Brokerage & Mgmt. INC.,5,3932500.0,778000.0,567.31,8.6,5.0,0.9866,0.9796,12.6,48.2,0.00111758,0.00073726,6570,7717
Bay Cities Realty & Services Inc.,6,3931000.0,502000.0,549.88,35.33,28.0,0.9355,0.9097,35.33,26.33,0.0013411,0.00073698,5843,7718
Belton Realty,5,3930500.0,781000.0,547.06,12.2,13.0,0.9932,0.9932,22.0,27.2,0.00111758,0.00073689,6570,7719
THE REALTY SHOP,5,3930000.0,830000.0,410.28,12.8,5.0,0.9864,0.9864,14.0,26.4,0.00111758,0.0007368,6570,7720
White Deer Ventures Inc.,3,3928888.0,1160000.0,884.96,17.0,15.0,1.0344,1.0204,68.33,27.67,0.00067055,0.00073659,8812,7721
Countrywide Realty & Mortgage,5,3928000.0,800000.0,604.71,21.8,7.0,1.022,1.005,27.0,30.8,0.00111758,0.00073642,6570,7722
Premier Real Estate Of Tulare,11,3927000.0,330000.0,216.78,17.09,10.0,0.9857,0.9584,26.18,40.36,0.00245868,0.00073623,3778,7723
All Homes San Diego,11,3925500.0,350000.0,270.94,46.64,22.0,0.9886,0.9819,52.82,29.36,0.00245868,0.00073595,3778,7724
"Barbara Klein, Broker",3,3925000.0,675000.0,435.77,27.33,20.0,0.9877,0.9754,56.0,9.0,0.00067055,0.00073586,8812,7725
Red Real Estate,3,3925000.0,1485000.0,369.55,57.33,64.0,0.9685,0.9197,63.0,29.0,0.00067055,0.00073586,8812,7725
"American Dream Realty, Inc.",2,3925000.0,1962500.0,661.39,46.5,46.5,0.8975,0.8699,45.5,34.0,0.00044703,0.00073586,10564,7725
"Michael Harms, Broker",2,3925000.0,1962500.0,842.79,70.0,70.0,1.0275,0.9324,70.0,13.5,0.00044703,0.00073586,10564,7725
CAL PACIFIC PROPERTIES,6,3922222.0,597611.0,398.59,38.83,17.0,0.9913,0.9741,43.83,37.5,0.0013411,0.00073534,5843,7729
Homeland Realtors,7,3921900.0,500000.0,428.16,48.14,29.0,0.9993,0.9733,59.86,50.29,0.00156461,0.00073528,5273,7730
"The Jaiswal Goup, Inc.",3,3920100.0,915000.0,525.66,20.33,22.0,1.019,1.0037,21.33,16.67,0.00067055,0.00073494,8812,7731
Prieto & Associates Real Estate,7,3920000.0,515000.0,500.0,72.0,32.0,0.9869,0.9869,49.29,34.0,0.00156461,0.00073492,5273,7732
Allure Home Loans & Realty,5,3920000.0,785000.0,290.63,33.8,37.0,1.0142,0.9835,35.8,24.2,0.00111758,0.00073492,6570,7732
Sterling Associates,1,3920000.0,3920000.0,1701.39,7.0,7.0,1.0321,1.0321,7.0,18.0,0.00022352,0.00073492,13484,7732
Home Pride Real Estate,5,3919700.0,810000.0,545.82,97.8,65.0,1.0065,1.0091,116.2,25.6,0.00111758,0.00073487,6570,7735
Rock Realty,5,3919000.0,849000.0,507.25,25.2,21.0,0.9924,0.9673,26.4,24.2,0.00111758,0.00073473,6570,7736
"American #1 Realty, Inc.",4,3919000.0,772000.0,379.02,10.75,10.5,0.9986,1.0101,10.75,29.0,0.00089406,0.00073473,7515,7736
Finch Realty,5,3917000.0,775000.0,579.03,45.8,31.0,0.9799,0.9337,46.2,40.0,0.00111758,0.00073436,6570,7738
"Jorge Granados, Broker",6,3915750.0,675375.0,535.07,61.17,17.0,1.0001,1.0001,89.5,33.33,0.0013411,0.00073412,5843,7739
Legal Realty,3,3915000.0,1475000.0,890.52,26.67,32.0,0.9073,0.8757,26.67,32.67,0.00067055,0.00073398,8812,7740
Crown Real Estate Team,5,3914500.0,776500.0,415.02,7.8,8.0,1.0022,1.0249,10.8,32.2,0.00111758,0.00073389,6570,7741
FIRST CALIFORNIA REALTY,5,3913500.0,728000.0,557.05,32.6,13.0,1.0057,0.9995,37.2,32.0,0.00111758,0.0007337,6570,7742
Empiric Brokers Realty,5,3910888.0,760000.0,613.69,4.4,2.0,1.0198,1.0202,13.2,35.2,0.00111758,0.00073321,6570,7743
Lighthouse Real Estate,4,3910000.0,977500.0,577.42,12.0,9.0,0.9743,0.9707,27.25,36.25,0.00089406,0.00073305,7515,7744
Refined Realty Group,6,3908000.0,615000.0,412.13,77.67,67.5,1.012,1.0053,80.67,37.0,0.0013411,0.00073267,5843,7745
YORK LA INVESTMENT,4,3907888.0,870000.0,449.26,15.5,15.0,0.972,0.972,21.25,40.0,0.00089406,0.00073265,7515,7746
Crabtree Real Estate Group,5,3905999.0,690000.0,531.21,31.0,27.0,0.9861,0.962,47.6,29.0,0.00111758,0.0007323,6570,7747
Russell Realty Group,3,3905626.0,745000.0,560.99,50.0,22.0,0.9561,0.9056,64.0,46.67,0.00067055,0.00073223,8812,7748
REALTY MASTERS & ASSOC. INC,8,3905000.0,452500.0,321.65,20.75,6.5,0.9917,0.9883,25.38,28.25,0.00178813,0.00073211,4808,7749
